Date,US DXY Index
#NAME?,94.25
11/17/2021,95.828
11/18/2021,95.544
11/19/2021,96.031
11/22/2021,96.548
11/23/2021,96.491
11/24/2021,96.875
11/25/2021,96.774
11/26/2021,96.089
11/29/2021,96.341
11/30/2021,95.994
12/1/2021,96.028
12/2/2021,96.156
12/3/2021,96.117
12/6/2021,96.328
12/7/2021,96.369
12/8/2021,95.894
12/9/2021,96.271
12/10/2021,96.097
12/13/2021,96.317
12/14/2021,96.571
12/15/2021,96.511
12/16/2021,96.042
12/17/2021,96.565
12/20/2021,96.551
12/21/2021,96.491
12/22/2021,96.076
12/23/2021,96.019
12/27/2021,96.093
12/28/2021,96.202
12/29/2021,95.929
12/30/2021,95.968
12/31/2021,95.67
1/3/2022,96.213
1/4/2022,96.262
1/5/2022,96.171
1/6/2022,96.32
1/7/2022,95.719
1/10/2022,95.991
1/11/2022,95.624
1/12/2022,94.915
1/13/2022,94.79
1/14/2022,95.165
1/17/2022,95.258
1/18/2022,95.732
1/19/2022,95.51
1/20/2022,95.735
1/21/2022,95.642
1/24/2022,95.918
1/25/2022,95.948
1/26/2022,96.478
1/27/2022,97.255
1/28/2022,97.27
1/31/2022,96.54
2/1/2022,96.385
2/2/2022,95.936
2/3/2022,95.379
2/4/2022,95.485
2/7/2022,95.399
2/8/2022,95.643
2/9/2022,95.494
2/10/2022,95.553
2/11/2022,96.082
2/14/2022,96.374
2/15/2022,95.989
2/16/2022,95.701
2/17/2022,95.8
2/18/2022,96.043
2/21/2022,96.078
2/22/2022,96.025
2/23/2022,96.19
2/24/2022,97.137
2/25/2022,96.615
2/28/2022,96.707
3/1/2022,97.409
3/2/2022,97.385
3/3/2022,97.785
3/4/2022,98.648
3/7/2022,99.293
3/8/2022,99.062
3/9/2022,97.968
3/10/2022,98.507
3/11/2022,99.124
3/14/2022,98.999
3/15/2022,99.097
3/16/2022,98.618
3/17/2022,97.974
3/18/2022,98.233
3/21/2022,98.498
3/22/2022,98.493
3/23/2022,98.622
3/24/2022,98.789
3/25/2022,98.789
3/28/2022,99.091
3/29/2022,98.404
3/30/2022,97.792
3/31/2022,98.312
4/1/2022,98.632
4/4/2022,99
4/5/2022,99.472
4/6/2022,99.599
4/7/2022,99.751
4/8/2022,99.796
4/11/2022,99.932
4/12/2022,100.292
4/13/2022,99.875
4/14/2022,100.321
4/15/2022,100.5
4/18/2022,100.781
4/19/2022,100.961
4/20/2022,100.39
4/21/2022,100.578
4/22/2022,101.22
4/25/2022,101.752
4/26/2022,102.303
4/27/2022,102.954
4/28/2022,103.623
4/29/2022,102.959
5/2/2022,103.744
5/3/2022,103.465
5/4/2022,102.587
5/5/2022,103.752
5/6/2022,103.66
5/9/2022,103.651
5/10/2022,103.92
5/11/2022,103.846
5/12/2022,104.851
5/13/2022,104.563
5/16/2022,104.187
5/17/2022,103.36
5/18/2022,103.81
5/19/2022,102.724
5/20/2022,103.15
5/23/2022,102.076
5/24/2022,101.857
5/25/2022,102.056
5/26/2022,101.829
5/27/2022,101.668
5/30/2022,101.668
5/31/2022,101.752
6/1/2022,102.498
6/2/2022,101.824
6/3/2022,102.14
6/6/2022,102.437
6/7/2022,102.318
6/8/2022,102.542
6/9/2022,103.223
6/10/2022,104.148
6/13/2022,105.078
6/14/2022,105.518
6/15/2022,105.158
6/16/2022,103.631
6/17/2022,104.7
6/20/2022,104.7
6/21/2022,104.435
6/22/2022,104.197
6/23/2022,104.431
6/24/2022,104.185
6/27/2022,103.939
6/28/2022,104.506
6/29/2022,105.106
6/30/2022,104.685
7/1/2022,105.138
7/4/2022,105.138
7/5/2022,106.535
7/6/2022,107.096
7/7/2022,107.13
7/8/2022,107.007
7/11/2022,108.021
7/12/2022,108.072
7/13/2022,107.957
7/14/2022,108.544
7/15/2022,108.063
7/18/2022,107.366
7/19/2022,106.682
7/20/2022,107.076
7/21/2022,106.91
7/22/2022,106.73
7/25/2022,106.483
7/26/2022,107.189
7/27/2022,106.452
7/28/2022,106.351
7/29/2022,105.903
8/1/2022,105.45
8/2/2022,106.241
8/3/2022,106.506
8/4/2022,105.693
8/5/2022,106.621
8/8/2022,106.435
8/9/2022,106.374
8/10/2022,105.196
8/11/2022,105.09
8/12/2022,105.631
8/15/2022,106.546
8/16/2022,106.5
8/17/2022,106.574
8/18/2022,107.484
8/19/2022,108.169
8/22/2022,109.046
8/23/2022,108.624
8/24/2022,108.677
8/25/2022,108.47
8/26/2022,108.803
8/29/2022,108.835
8/30/2022,108.773
8/31/2022,108.7
9/1/2022,109.691
9/2/2022,109.534
9/5/2022,109.534
9/6/2022,110.214
9/7/2022,109.84
9/8/2022,109.707
9/9/2022,109.003
9/12/2022,108.33
9/13/2022,109.815
9/14/2022,109.658
9/15/2022,109.739
9/16/2022,109.764
9/19/2022,109.737
9/20/2022,110.215
9/21/2022,110.642
9/22/2022,111.353
9/23/2022,113.192
9/26/2022,114.103
9/27/2022,114.106
9/28/2022,112.604
9/29/2022,112.254
9/30/2022,112.117
10/3/2022,111.745
10/4/2022,110.065
10/5/2022,111.208
10/6/2022,112.258
10/7/2022,112.795
10/10/2022,113.144
10/11/2022,113.221
10/12/2022,113.32
10/13/2022,112.363
10/14/2022,113.311
10/17/2022,112.039
10/18/2022,112.13
10/19/2022,112.984
10/20/2022,112.881
10/21/2022,112.012
10/24/2022,111.989
10/25/2022,110.95
10/26/2022,109.7
10/27/2022,110.587
10/28/2022,110.752
10/31/2022,111.527
11/1/2022,111.481
11/2/2022,111.345
11/3/2022,112.93
11/4/2022,110.877
11/7/2022,110.12
11/8/2022,109.636
11/9/2022,110.549
11/10/2022,108.206
11/11/2022,106.292
11/14/2022,106.66
11/15/2022,106.404
11/16/2022,106.281
11/17/2022,106.694
11/18/2022,106.93
11/21/2022,107.835
11/22/2022,107.222
11/23/2022,106.076
11/24/2022,106.076
11/25/2022,105.959
11/28/2022,106.681
11/29/2022,106.822
11/30/2022,105.95
12/1/2022,104.728
12/2/2022,104.545
12/5/2022,105.289
12/6/2022,105.578
12/7/2022,105.1
12/8/2022,104.774
12/9/2022,104.81
12/12/2022,105.131
12/13/2022,103.98
12/14/2022,103.77
12/15/2022,104.558
12/16/2022,104.701
12/19/2022,104.721
12/20/2022,103.965
12/21/2022,104.162
12/22/2022,104.433
12/23/2022,104.314
12/27/2022,104.179
12/28/2022,104.463
12/29/2022,103.836
12/30/2022,103.522
1/3/2023,104.518
1/4/2023,104.248
1/5/2023,105.042
1/6/2023,103.879
1/9/2023,103.001
1/10/2023,103.236
1/11/2023,103.188
1/12/2023,102.246
1/13/2023,102.204
1/16/2023,102.204
1/17/2023,102.39
1/18/2023,102.363
1/19/2023,102.058
1/20/2023,102.012
1/23/2023,102.138
1/24/2023,101.918
1/25/2023,101.641
1/26/2023,101.839
1/27/2023,101.927
1/30/2023,102.276
1/31/2023,102.097
2/1/2023,101.217
2/2/2023,101.75
2/3/2023,102.915
2/6/2023,103.621
2/7/2023,103.427
2/8/2023,103.409
2/9/2023,103.221
2/10/2023,103.63
2/13/2023,103.345
2/14/2023,103.233
2/15/2023,103.923
2/16/2023,103.856
2/17/2023,103.862
2/20/2023,103.862
2/21/2023,104.176
2/22/2023,104.585
2/23/2023,104.598
2/24/2023,105.214
2/27/2023,104.673
2/28/2023,104.869
3/1/2023,104.483
3/2/2023,105.027
3/3/2023,104.521
3/6/2023,104.35
3/7/2023,105.615
3/8/2023,105.658
3/9/2023,105.309
3/10/2023,104.576
3/13/2023,103.595
3/14/2023,103.597
3/15/2023,104.646
3/16/2023,104.418
3/17/2023,103.708
3/20/2023,103.281
3/21/2023,103.256
3/22/2023,102.346
3/23/2023,102.532
3/24/2023,103.116
3/27/2023,102.857
3/28/2023,102.43
3/29/2023,102.64
3/30/2023,102.144
3/31/2023,102.506
4/3/2023,102.093
4/4/2023,101.586
4/5/2023,101.852
4/6/2023,101.822
4/7/2023,102.092
4/10/2023,102.578
4/11/2023,102.204
4/12/2023,101.5
4/13/2023,101.011
4/14/2023,101.552
4/17/2023,102.103
4/18/2023,101.745
4/19/2023,101.968
4/20/2023,101.84
4/21/2023,101.822
4/24/2023,101.348
4/25/2023,101.863
4/26/2023,101.467
4/27/2023,101.503
4/28/2023,101.659
5/1/2023,102.151
5/2/2023,101.958
5/3/2023,101.343
5/4/2023,101.399
5/5/2023,101.214
5/8/2023,101.377
5/9/2023,101.605
5/10/2023,101.477
5/11/2023,102.058
5/12/2023,102.681
5/15/2023,102.434
5/16/2023,102.564
5/17/2023,102.882
5/18/2023,103.584
5/19/2023,103.198
5/22/2023,103.198
5/23/2023,103.488
5/24/2023,103.887
5/25/2023,104.251
5/26/2023,104.206
5/29/2023,104.206
5/30/2023,104.165
5/31/2023,104.326
6/1/2023,103.56
6/2/2023,104.015
6/5/2023,104.002
6/6/2023,104.125
6/7/2023,104.099
6/8/2023,103.343
6/9/2023,103.557
6/12/2023,103.654
6/13/2023,103.338
6/14/2023,102.948
6/15/2023,102.115
6/16/2023,102.243
6/19/2023,102.522
6/20/2023,102.54
6/21/2023,102.071
6/22/2023,102.386
6/23/2023,102.903
6/26/2023,102.692
6/27/2023,102.492
6/28/2023,102.905
6/29/2023,103.342
6/30/2023,102.912
7/3/2023,102.988
7/4/2023,103.039
7/5/2023,103.373
7/6/2023,103.166
7/7/2023,102.272
7/10/2023,101.972
7/11/2023,101.732
7/12/2023,100.521
7/13/2023,99.77
7/14/2023,99.914
7/17/2023,99.842
7/18/2023,99.941
7/19/2023,100.281
7/20/2023,100.88
7/21/2023,101.071
7/24/2023,101.346
7/25/2023,101.349
7/26/2023,100.887
7/27/2023,101.773
7/28/2023,101.622
7/31/2023,101.855
8/1/2023,102.303
8/2/2023,102.59
8/3/2023,102.542
8/4/2023,102.017
8/7/2023,102.047
8/8/2023,102.528
8/9/2023,102.49
8/10/2023,102.524
8/11/2023,102.842
8/14/2023,103.19
8/15/2023,103.209
8/16/2023,103.431
8/17/2023,103.572
8/18/2023,103.375
8/21/2023,103.3
8/22/2023,103.563
8/23/2023,103.419
8/24/2023,103.982
8/25/2023,104.077
8/28/2023,104.058
8/29/2023,103.531
8/30/2023,103.157
8/31/2023,103.619
9/1/2023,104.236
9/4/2023,104.236
9/5/2023,104.807
9/6/2023,104.861
9/7/2023,105.059
9/8/2023,105.09
9/11/2023,104.569
9/12/2023,104.711
9/13/2023,104.766
9/14/2023,105.405
9/15/2023,105.322
9/18/2023,105.202
9/19/2023,105.133
9/20/2023,105.328
9/21/2023,105.363
9/22/2023,105.583
9/25/2023,105.998
9/26/2023,106.231
9/27/2023,106.666
9/28/2023,106.224
9/29/2023,106.174
10/2/2023,106.904
10/3/2023,107
10/4/2023,106.799
10/5/2023,106.332
10/6/2023,106.044
10/9/2023,106.083
10/10/2023,105.825
10/11/2023,105.82
10/12/2023,106.599
10/13/2023,106.648
10/16/2023,106.243
10/17/2023,106.25
10/18/2023,106.565
10/19/2023,106.253
10/20/2023,106.163
10/23/2023,105.536
10/24/2023,106.27
10/25/2023,106.528
10/26/2023,106.602
10/27/2023,106.559
10/30/2023,106.12
10/31/2023,106.663
11/1/2023,106.884
11/2/2023,106.124
11/3/2023,105.021
11/6/2023,105.215
11/7/2023,105.542
11/8/2023,105.593
11/9/2023,105.91
11/10/2023,105.861
11/13/2023,105.631
11/14/2023,104.053
11/15/2023,104.394
11/16/2023,104.349
11/17/2023,103.917
11/20/2023,103.438
11/21/2023,103.565
11/22/2023,103.92
11/23/2023,103.92
11/24/2023,103.403
11/27/2023,103.199
11/28/2023,102.746
11/29/2023,102.765
11/30/2023,103.497
12/1/2023,103.268
12/4/2023,103.712
12/5/2023,104.05
12/6/2023,104.153
12/7/2023,103.541
12/8/2023,104.01
12/11/2023,104.095
12/12/2023,103.865
12/13/2023,102.869
12/14/2023,101.956
12/15/2023,102.55
12/18/2023,102.561
12/19/2023,102.167
12/20/2023,102.408
12/21/2023,101.843
12/22/2023,101.698
12/26/2023,101.466
12/27/2023,100.986
12/28/2023,101.229
12/29/2023,101.333
1/2/2024,102.2
1/3/2024,102.494
1/4/2024,102.422
1/5/2024,102.412
1/8/2024,102.209
1/9/2024,102.57
1/10/2024,102.362
1/11/2024,102.291
1/12/2024,102.404
1/15/2024,102.404
1/16/2024,103.357
1/17/2024,103.45
1/18/2024,103.536
1/19/2024,103.288
1/22/2024,103.331
1/23/2024,103.617
1/24/2024,103.236
1/25/2024,103.574
1/26/2024,103.433
1/29/2024,103.609
1/30/2024,103.397
1/31/2024,103.274
2/1/2024,103.048
2/2/2024,103.922
2/5/2024,104.452
2/6/2024,104.213
2/7/2024,104.057
2/8/2024,104.165
2/9/2024,104.111
2/12/2024,104.17
2/13/2024,104.96
2/14/2024,104.723
2/15/2024,104.296
2/16/2024,104.275
2/19/2024,104.291
2/20/2024,104.079
2/21/2024,104.006
2/22/2024,103.957
2/23/2024,103.936
2/26/2024,103.827
2/27/2024,103.829
2/28/2024,103.975
2/29/2024,104.156
3/1/2024,103.861
3/4/2024,103.832
3/5/2024,103.798
3/6/2024,103.369
3/7/2024,102.823
3/8/2024,102.712
3/11/2024,102.869
3/12/2024,102.957
3/13/2024,102.789
3/14/2024,103.36
3/15/2024,103.432
3/18/2024,103.579
3/19/2024,103.818
3/20/2024,103.389
3/21/2024,104.007
3/22/2024,104.43
3/25/2024,104.224
3/26/2024,104.298
3/27/2024,104.348
3/28/2024,104.546
3/29/2024,104.487
4/1/2024,105.019
4/2/2024,104.816
4/3/2024,104.249
4/4/2024,104.121
4/5/2024,104.298
4/8/2024,104.14
4/9/2024,104.148
4/10/2024,105.245
4/11/2024,105.282
4/12/2024,106.038
4/15/2024,106.208
4/16/2024,106.257
4/17/2024,105.951
4/18/2024,106.151
4/19/2024,106.154
4/22/2024,106.077
4/23/2024,105.675
4/24/2024,105.857
4/25/2024,105.598
4/26/2024,105.938
4/29/2024,105.579
4/30/2024,106.221
5/1/2024,105.755
5/2/2024,105.299
5/3/2024,105.03
5/6/2024,105.051
5/7/2024,105.412
5/8/2024,105.546
5/9/2024,105.227
5/10/2024,105.301
5/13/2024,105.218
5/14/2024,105.013
5/15/2024,104.345
5/16/2024,104.462
5/17/2024,104.445
5/20/2024,104.565
5/21/2024,104.661
5/22/2024,104.933
5/23/2024,105.108
5/24/2024,104.724
5/27/2024,104.595
5/28/2024,104.614
5/29/2024,105.122
5/30/2024,104.716
5/31/2024,104.671
6/3/2024,104.14
6/4/2024,104.11
6/5/2024,104.268
6/6/2024,104.102
6/7/2024,104.885
6/10/2024,105.15
6/11/2024,105.23
6/12/2024,104.645
6/13/2024,105.196
6/14/2024,105.55
6/17/2024,105.32
6/18/2024,105.256
6/19/2024,105.254
6/20/2024,105.588
6/21/2024,105.796
6/24/2024,105.473
6/25/2024,105.607
6/26/2024,106.052
6/27/2024,105.906
6/28/2024,105.866
7/1/2024,105.901
7/2/2024,105.722
7/3/2024,105.403
7/4/2024,105.13
7/5/2024,104.875
7/8/2024,105
7/9/2024,105.129
7/10/2024,105.048
7/11/2024,104.44
7/12/2024,104.093
7/15/2024,104.189
7/16/2024,104.27
7/17/2024,103.748
7/18/2024,104.173
7/19/2024,104.396
7/22/2024,104.314
7/23/2024,104.45
7/24/2024,104.391
7/25/2024,104.355
7/26/2024,104.316
7/29/2024,104.564
7/30/2024,104.554
7/31/2024,104.096
8/1/2024,104.421
8/2/2024,103.208
8/5/2024,102.689
8/6/2024,102.969
8/7/2024,103.197
8/8/2024,103.209
8/9/2024,103.135
8/12/2024,103.139
8/13/2024,102.559
8/14/2024,102.568
8/15/2024,102.977
8/16/2024,102.463
8/19/2024,101.886
8/20/2024,101.441
8/21/2024,101.039
8/22/2024,101.508
8/23/2024,100.718
8/26/2024,100.851
8/27/2024,100.552
8/28/2024,101.094
8/29/2024,101.343
8/30/2024,101.698
9/2/2024,101.653
9/3/2024,101.825
9/4/2024,101.358
9/5/2024,101.107
9/6/2024,101.177
9/9/2024,101.552
9/10/2024,101.63
9/11/2024,101.684
9/12/2024,101.366
9/13/2024,101.114
9/16/2024,100.763
9/17/2024,100.894
9/18/2024,100.596
9/19/2024,100.614
9/20/2024,100.723
9/23/2024,100.851
9/24/2024,100.466
9/25/2024,100.912
9/26/2024,100.562
9/27/2024,100.381
9/30/2024,100.779
10/1/2024,101.194
10/2/2024,101.677
10/3/2024,101.989
10/4/2024,102.52
10/7/2024,102.537
10/8/2024,102.549
10/9/2024,102.928
10/10/2024,102.988
10/11/2024,102.89
10/14/2024,103.298
10/15/2024,103.261
10/16/2024,103.59
10/17/2024,103.825
10/18/2024,103.493
10/21/2024,104.012
10/22/2024,104.075
10/23/2024,104.431
10/24/2024,104.058
10/25/2024,104.257
10/28/2024,104.316
10/29/2024,104.316
10/30/2024,103.994
10/31/2024,103.976
11/1/2024,104.282
11/4/2024,103.885
11/5/2024,103.423
11/6/2024,105.088
11/7/2024,104.508
11/8/2024,104.997
11/11/2024,105.543
11/12/2024,106.024
11/13/2024,106.481
11/14/2024,106.673
11/15/2024,106.687
11/18/2024,106.275
11/19/2024,106.206
11/20/2024,106.68
11/21/2024,106.972
11/22/2024,107.554
11/25/2024,106.817
11/26/2024,107.013
11/27/2024,106.084
11/28/2024,106.048
11/29/2024,105.737
12/2/2024,106.446
12/3/2024,106.365
12/4/2024,106.321
12/5/2024,105.714
12/6/2024,106.055
12/9/2024,106.145
12/10/2024,106.399
12/11/2024,106.71
12/12/2024,106.956
12/13/2024,107.003
12/16/2024,106.858
12/17/2024,106.956
12/18/2024,108.027
12/19/2024,108.408
12/20/2024,107.621
12/23/2024,108.037
12/24/2024,108.257
12/26/2024,108.129
12/27/2024,107.998
12/30/2024,108.13
12/31/2024,108.487
1/2/2025,109.394
1/3/2025,108.952
1/6/2025,108.257
1/7/2025,108.542
1/8/2025,109.09
1/9/2025,109.179
1/10/2025,109.65
1/13/2025,109.956
1/14/2025,109.273
1/15/2025,109.09
1/16/2025,108.957
1/17/2025,109.347
1/20/2025,109.347
1/21/2025,108.062
1/22/2025,108.167
1/23/2025,108.047
1/24/2025,107.443
1/27/2025,107.341
1/28/2025,107.866
1/29/2025,108
1/30/2025,107.797
1/31/2025,108.37
2/3/2025,108.99
2/4/2025,107.96
2/5/2025,107.579
2/6/2025,107.689
2/7/2025,108.04
2/10/2025,108.319
2/11/2025,107.963
2/12/2025,107.938
2/13/2025,107.313
2/14/2025,106.71
2/17/2025,106.575
2/18/2025,107.054
2/19/2025,107.173
2/20/2025,106.372
2/21/2025,106.612
2/24/2025,106.596
2/25/2025,106.308
2/26/2025,106.416
2/27/2025,107.244
2/28/2025,107.614
3/3/2025,106.747
3/4/2025,105.743
3/5/2025,104.276
3/6/2025,104.062
3/7/2025,103.838
3/10/2025,103.9
3/11/2025,103.419
3/12/2025,103.612
3/13/2025,103.828
3/14/2025,103.718
3/17/2025,103.37
3/18/2025,103.244
3/19/2025,103.428
3/20/2025,103.851
3/21/2025,104.088
3/24/2025,104.262
3/25/2025,104.184
3/26/2025,104.547
3/27/2025,104.335
3/28/2025,104.044
3/31/2025,104.21
4/1/2025,104.26
4/2/2025,103.807
4/3/2025,102.072
4/4/2025,103.023
4/7/2025,103.256
4/8/2025,102.955
4/9/2025,102.9
4/10/2025,100.867
4/11/2025,100.102
4/14/2025,99.64
4/15/2025,100.215
4/16/2025,99.38
4/17/2025,99.376
4/18/2025,99.23
4/21/2025,98.278
4/22/2025,98.918
4/23/2025,99.844
4/24/2025,99.377
4/25/2025,99.471
4/28/2025,99.01
4/29/2025,99.237
4/30/2025,99.468
5/1/2025,100.248
5/2/2025,100.03
5/5/2025,99.831
5/6/2025,99.238
5/7/2025,99.614
5/8/2025,100.64
5/9/2025,100.339
5/12/2025,101.788
5/13/2025,101.003
5/14/2025,101.039
5/15/2025,100.879
5/16/2025,101.092
5/19/2025,100.426
5/20/2025,100.118
5/21/2025,99.559
5/22/2025,99.96
5/23/2025,99.112
5/26/2025,98.934
5/27/2025,99.521
5/28/2025,99.875
5/29/2025,99.278
5/30/2025,99.329
6/2/2025,98.706
6/3/2025,99.227
6/4/2025,98.787
6/5/2025,98.741
6/6/2025,99.19
6/9/2025,98.939
6/10/2025,99.098
6/11/2025,98.631
6/12/2025,97.921
6/13/2025,98.184
6/16/2025,97.998
6/17/2025,98.82
6/18/2025,98.905
6/19/2025,98.905
6/20/2025,98.707
6/23/2025,98.416
6/24/2025,97.858
6/25/2025,97.679
6/26/2025,97.147
6/27/2025,97.401
6/30/2025,96.875
7/1/2025,96.819
7/2/2025,96.776
7/3/2025,97.18
7/4/2025,97.18
7/7/2025,97.48
7/8/2025,97.516
7/9/2025,97.555
7/10/2025,97.652
7/11/2025,97.853
7/14/2025,97.912
